iShares MSCI Kokusai ETF
Fund Holdings as of,"May 14, 2026"
Inception Date,"Dec 10, 2007"
Shares Outstanding,"1,650,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"

Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"SYK","STRYKER CORP","Health Care","Equity","303,982.45","0.12","303,982.45","995.00","305.51","United States","NYSE","USD","1.00","USD","-"
"SO","SOUTHERN","Utilities","Equity","301,274.88","0.12","301,274.88","3,216.00","93.68","United States","NYSE","USD","1.00","USD","-"
"IFX","INFINEON TECHNOLOGIES AG","Information Technology","Equity","300,134.24","0.12","300,134.24","3,775.00","79.51","Germany","Xetra","USD","0.86","EUR","-"
"HWM","HOWMET AEROSPACE INC","Industrials","Equity","299,607.00","0.12","299,607.00","1,100.00","272.37","United States","NYSE","USD","1.00","USD","-"
"GSK","GLAXOSMITHKLINE","Health Care","Equity","297,517.52","0.12","297,517.52","11,783.00","25.25","United Kingdom","London Stock Exchange","USD","0.74","GBP","-"
"D05","DBS GROUP HOLDINGS LTD","Financials","Equity","294,364.10","0.12","294,364.10","6,240.00","47.17","Singapore","Singapore Exchange","USD","1.27","SGD","Jan 01, 1998"
"ACN","ACCENTURE PLC CLASS A","Information Technology","Equity","293,378.11","0.12","293,378.11","1,789.00","163.99","United States","NYSE","USD","1.00","USD","-"
"OR","LOREAL SA","Consumer Staples","Equity","290,502.27","0.12","290,502.27","693.00","419.20","France","Nyse Euronext - Euronext Paris","USD","0.86","EUR","-"
"CNQ","CANADIAN NATURAL RESOURCES LTD","Energy","Equity","289,820.62","0.12","289,820.62","6,094.00","47.56","Canada","Toronto Stock Exchange","USD","1.37","CAD","-"
"SNPS","SYNOPSYS INC","Information Technology","Equity","288,671.32","0.12","288,671.32","566.00","510.02","United States","NASDAQ","USD","1.00","USD","-"
"ADBE","ADOBE INC","Information Technology","Equity","287,967.15","0.12","287,967.15","1,215.00","237.01","United States","NASDAQ","USD","1.00","USD","-"
"MDT","MEDTRONIC PLC","Health Care","Equity","287,790.83","0.12","287,790.83","3,739.00","76.97","United States","NYSE","USD","1.00","USD","-"
"BN","BROOKFIELD CORP CLASS A","Financials","Equity","287,588.89","0.12","287,588.89","6,048.00","47.55","Canada","Toronto Stock Exchange","USD","1.37","CAD","-"
"BNS","BANK OF NOVA SCOTIA","Financials","Equity","285,971.84","0.11","285,971.84","3,698.00","77.33","Canada","Toronto Stock Exchange","USD","1.37","CAD","-"
"DUK","DUKE ENERGY CORP","Utilities","Equity","285,291.45","0.11","285,291.45","2,295.00","124.31","United States","NYSE","USD","1.00","USD","-"
"AEM","AGNICO EAGLE MINES LTD","Materials","Equity","284,084.72","0.11","284,084.72","1,476.00","192.47","Canada","Toronto Stock Exchange","USD","1.37","CAD","-"
"CMI","CUMMINS INC","Industrials","Equity","283,714.20","0.11","283,714.20","396.00","716.45","United States","NYSE","USD","1.00","USD","-"
"FCX","FREEPORT MCMORAN INC","Materials","Equity","283,343.76","0.11","283,343.76","4,284.00","66.14","United States","NYSE","USD","1.00","USD","-"
"ISP","INTESA SANPAOLO","Financials","Equity","282,942.25","0.11","282,942.25","41,580.00","6.80","Italy","Borsa Italiana","USD","0.86","EUR","-"
"WMB","WILLIAMS INC","Energy","Equity","281,082.42","0.11","281,082.42","3,618.00","77.69","United States","NYSE","USD","1.00","USD","-"
"TMUS","T MOBILE US INC","Communication","Equity","280,779.48","0.11","280,779.48","1,492.00","188.19","United States","NASDAQ","USD","1.00","USD","-"
"CDNS","CADENCE DESIGN SYSTEMS INC","Information Technology","Equity","278,390.76","0.11","278,390.76","789.00","352.84","United States","NASDAQ","USD","1.00","USD","-"
"SAN","SANOFI SA","Health Care","Equity","276,735.88","0.11","276,735.88","3,235.00","85.54","France","Nyse Euronext - Euronext Paris","USD","0.86","EUR","-"
"ENEL","ENEL","Utilities","Equity","276,075.52","0.11","276,075.52","24,325.00","11.35","Italy","Borsa Italiana","USD","0.86","EUR","-"
"BK","BANK OF NEW YORK MELLON CORP","Financials","Equity","274,951.56","0.11","274,951.56","2,022.00","135.98","United States","NYSE","USD","1.00","USD","-"
"NOW","SERVICENOW INC","Information Technology","Equity","273,762.50","0.11","273,762.50","3,025.00","90.50","United States","NYSE","USD","1.00","USD","-"
"MCK","MCKESSON CORP","Health Care","Equity","272,738.95","0.11","272,738.95","365.00","747.23","United States","NYSE","USD","1.00","USD","-"
"CMCSA","COMCAST CORP CLASS A","Communication","Equity","268,161.18","0.11","268,161.18","10,654.00","25.17","United States","NASDAQ","USD","1.00","USD","-"
"BX","BLACKSTONE INC","Financials","Equity","262,431.78","0.11","262,431.78","2,143.00","122.46","United States","NYSE","USD","1.00","USD","-"
"ELV","ELEVANCE HEALTH INC","Health Care","Equity","261,431.89","0.11","261,431.89","659.00","396.71","United States","NYSE","USD","1.00","USD","-"
"WBC","WESTPAC BANKING CORPORATION CORP","Financials","Equity","260,360.71","0.10","260,360.71","10,085.00","25.82","Australia","Asx - All Markets","USD","1.38","AUD","-"
"ICE","INTERCONTINENTAL EXCHANGE INC","Financials","Equity","259,273.80","0.10","259,273.80","1,665.00","155.72","United States","NYSE","USD","1.00","USD","-"
"JCI","JOHNSON CONTROLS INTERNATIONAL PLC","Industrials","Equity","259,023.58","0.10","259,023.58","1,786.00","145.03","United States","NYSE","USD","1.00","USD","-"
"INGA","ING GROEP NV","Financials","Equity","257,642.57","0.10","257,642.57","8,502.00","30.30","Netherlands","Euronext Amsterdam","USD","0.86","EUR","-"
"NG.","NATIONAL GRID PLC","Utilities","Equity","255,509.85","0.10","255,509.85","14,683.00","17.40","United Kingdom","London Stock Exchange","USD","0.74","GBP","-"
"WM","WASTE MANAGEMENT INC","Industrials","Equity","253,612.38","0.10","253,612.38","1,159.00","218.82","United States","NYSE","USD","1.00","USD","-"
"CEG","CONSTELLATION ENERGY CORP","Utilities","Equity","249,385.56","0.10","249,385.56","906.00","275.26","United States","NASDAQ","USD","1.00","USD","-"
"PNC","PNC FINANCIAL SERVICES GROUP INC","Financials","Equity","247,388.55","0.10","247,388.55","1,159.00","213.45","United States","NYSE","USD","1.00","USD","-"
"CSX","CSX CORP","Industrials","Equity","246,865.92","0.10","246,865.92","5,376.00","45.92","United States","NASDAQ","USD","1.00","USD","-"
"ADP","AUTOMATIC DATA PROCESSING INC","Industrials","Equity","244,834.75","0.10","244,834.75","1,175.00","208.37","United States","NASDAQ","USD","1.00","USD","-"
"CIEN","CIENA CORP","Information Technology","Equity","244,318.41","0.10","244,318.41","413.00","591.57","United States","NYSE","USD","1.00","USD","-"
"SLB","SLB NV","Energy","Equity","244,073.50","0.10","244,073.50","4,378.00","55.75","United States","NYSE","USD","1.00","USD","-"
"FDX","FEDEX CORP","Industrials","Equity","243,947.16","0.10","243,947.16","642.00","379.98","United States","NYSE","USD","1.00","USD","-"
"USB","US BANCORP","Financials","Equity","242,687.06","0.10","242,687.06","4,543.00","53.42","United States","NYSE","USD","1.00","USD","-"
"MAR","MARRIOTT INTERNATIONAL INC CLASS A","Consumer Discretionary","Equity","240,006.13","0.10","240,006.13","679.00","353.47","United States","NASDAQ","USD","1.00","USD","-"
"NAB","NATIONAL AUSTRALIA BANK LTD","Financials","Equity","237,350.48","0.10","237,350.48","9,017.00","26.32","Australia","Asx - All Markets","USD","1.38","AUD","-"
"SU","SUNCOR ENERGY INC","Energy","Equity","236,929.55","0.10","236,929.55","3,548.00","66.78","Canada","Toronto Stock Exchange","USD","1.37","CAD","-"
"BARC","BARCLAYS PLC","Financials","Equity","236,719.38","0.10","236,719.38","40,384.00","5.86","United Kingdom","London Stock Exchange","USD","0.74","GBP","-"
"ABI","ANHEUSER-BUSCH INBEV SA","Consumer Staples","Equity","236,020.10","0.09","236,020.10","2,900.00","81.39","Belgium","Nyse Euronext - Euronext Brussels","USD","0.86","EUR","-"
"AMT","AMERICAN TOWER REIT CORP","Real Estate","Equity","234,778.50","0.09","234,778.50","1,377.00","170.50","United States","NYSE","USD","1.00","USD","-"
"CP","CANADIAN PACIFIC KANSAS CITY LTD","Industrials","Equity","234,207.70","0.09","234,207.70","2,696.00","86.87","Canada","Toronto Stock Exchange","USD","1.37","CAD","-"
"GLEN","GLENCORE PLC","Materials","Equity","234,216.23","0.09","234,216.23","29,148.00","8.04","United Kingdom","London Stock Exchange","USD","0.74","GBP","-"
