iShares MSCI Emerging Markets ETF
Fund Holdings as of,"May 14, 2026"
Inception Date,"Apr 07, 2003"
Shares Outstanding,"442,800,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"

Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"SCCO","SOUTHERN COPPER CORP","Materials","Equity","41,210,624.00","0.14","41,210,624.00","218,624.00","188.50","Peru","NYSE","USD","1.00","USD","-"
"TATASTEEL","TATA STEEL LTD","Materials","Equity","41,126,678.31","0.14","41,126,678.31","17,811,006.00","2.31","India","National Stock Exchange Of India","USD","95.77","INR","-"
"MARUTI","MARUTI SUZUKI INDIA LTD","Consumer Discretionary","Equity","40,759,362.25","0.14","40,759,362.25","298,537.00","136.53","India","National Stock Exchange Of India","USD","95.77","INR","-"
"5274","ASPEED TECHNOLOGY INC","Information Technology","Equity","40,689,195.62","0.14","40,689,195.62","72,000.00","565.13","Taiwan","Gretai Securities Market","USD","31.52","TWD","-"
"MAYBANK","MALAYAN BANKING","Financials","Equity","40,132,830.22","0.13","40,132,830.22","14,112,900.00","2.84","Malaysia","Bursa Malaysia","USD","3.93","MYR","-"
"300750","CONTEMPORARY AMPEREX TECHNOLOGY LT","Industrials","Equity","40,085,516.34","0.13","40,085,516.34","636,834.00","62.95","China","Shenzhen Stock Exchange","USD","6.79","CNY","-"
"9987","YUM CHINA HOLDINGS INC","Consumer Discretionary","Equity","39,505,749.20","0.13","39,505,749.20","852,410.00","46.35","China","Hong Kong Exchanges And Clearing Ltd","USD","7.83","HKD","-"
"2412","CHUNGHWA TELECOM LTD","Communication","Equity","39,382,242.58","0.13","39,382,242.58","9,026,410.00","4.36","Taiwan","Taiwan Stock Exchange","USD","31.52","TWD","-"
"1024","KUAISHOU TECHNOLOGY","Communication","Equity","39,234,692.43","0.13","39,234,692.43","6,043,300.00","6.49","China","Hong Kong Exchanges And Clearing Ltd","USD","7.83","HKD","-"
"329180","HD HYUNDAI HEAVY INDUSTRIES LTD","Industrials","Equity","39,050,269.29","0.13","39,050,269.29","86,769.00","450.05","Korea (South)","Korea Exchange (Stock Market)","USD","1,490.95","KRW","-"
"WALMEX*","WALMART DE MEXICO V","Consumer Staples","Equity","38,898,193.39","0.13","38,898,193.39","12,278,290.00","3.17","Mexico","Bolsa Mexicana De Valores","USD","17.21","MXN","-"
"BEL","BHARAT ELECTRONICS LTD","Industrials","Equity","38,741,507.31","0.13","38,741,507.31","8,651,344.00","4.48","India","National Stock Exchange Of India","USD","95.77","INR","-"
"1801","INNOVENT BIOLOGICS INC","Health Care","Equity","38,432,970.74","0.13","38,432,970.74","3,472,000.00","11.07","China","Hong Kong Exchanges And Clearing Ltd","USD","7.83","HKD","-"
