iShares MSCI China ETF
Fund Holdings as of,"May 14, 2026"
Inception Date,"Mar 29, 2011"
Shares Outstanding,"116,000,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"

Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"002371","NAURA TECHNOLOGY GROUP LTD A","Information Technology","Equity","9,119,073.93","0.13","9,119,073.93","109,605.00","83.20","China","Shenzhen Stock Exchange","USD","6.79","CNY","-"
"CNH","CNH CASH","Cash and/or Derivatives","Cash","8,953,015.76","0.13","8,953,015.76","60,734,573.00","14.74","China","-","USD","6.78","CNH","Dec 31, 1989"
"902","HUANENG POWER INTERNATIONAL INC H","Utilities","Equity","8,684,043.21","0.13","8,684,043.21","10,290,000.00","0.84","China","Hong Kong Exchanges And Clearing Ltd","USD","7.83","HKD","-"
"002384","SUZHOU DONGSHAN PRECISION MANUFACT","Information Technology","Equity","8,654,266.53","0.13","8,654,266.53","273,200.00","31.68","China","Shenzhen Stock Exchange","USD","6.79","CNY","-"
"6881","CHINA GALAXY SECURITIES LTD H","Financials","Equity","8,638,435.22","0.13","8,638,435.22","8,312,000.00","1.04","China","Hong Kong Exchanges And Clearing Ltd","USD","7.83","HKD","-"
"1787","SHANDONG GOLD MINING LTD H","Materials","Equity","8,440,037.54","0.12","8,440,037.54","2,319,500.00","3.64","China","Hong Kong Exchanges And Clearing Ltd","USD","7.83","HKD","-"
"2333","GREAT WALL MOTOR COMPANY LTD H","Consumer Discretionary","Equity","8,310,081.20","0.12","8,310,081.20","5,689,500.00","1.46","China","Hong Kong Exchanges And Clearing Ltd","USD","7.83","HKD","-"
"3808","SINOTRUK (HONG KONG) LTD","Industrials","Equity","8,176,436.34","0.12","8,176,436.34","1,710,500.00","4.78","China","Hong Kong Exchanges And Clearing Ltd","USD","7.83","HKD","-"
"268","KINGDEE INT L SOFTWARE GROUP LTD","Information Technology","Equity","8,159,644.55","0.12","8,159,644.55","7,440,000.00","1.10","China","Hong Kong Exchanges And Clearing Ltd","USD","7.83","HKD","-"
"601166","INDUSTRIAL BANK LTD A","Financials","Equity","8,150,459.45","0.12","8,150,459.45","3,125,510.00","2.61","China","Shanghai Stock Exchange","USD","6.79","CNY","-"
"241","ALIBABA HEALTH INFORMATION TECH LT","Consumer Staples","Equity","8,054,726.52","0.12","8,054,726.52","13,896,000.00","0.58","China","Hong Kong Exchanges And Clearing Ltd","USD","7.83","HKD","-"
"914","ANHUI CONCH CEMENT LTD H","Materials","Equity","7,927,053.01","0.12","7,927,053.01","3,052,500.00","2.60","China","Hong Kong Exchanges And Clearing Ltd","USD","7.83","HKD","-"
"2611","GUOTAI HAITONG SECURITIES CO LTD H","Financials","Equity","7,878,198.65","0.12","7,878,198.65","4,601,432.00","1.71","China","Hong Kong Exchanges And Clearing Ltd","USD","7.83","HKD","-"
"3888","KINGSOFT LTD","Communication","Equity","7,804,361.88","0.12","7,804,361.88","2,566,200.00","3.04","China","Hong Kong Exchanges And Clearing Ltd","USD","7.83","HKD","-"
